id,class,type,seed,usage,B2_1,weight
803,Maize,mean,50,train,533.1162432640493,0.9499076212471131
804,Maize,mean,50,test,616.0032626427407,0.9088254486133774
806,Maize,mean,50,test,588.4401373895977,0.9789695780176644
807,Maize,mean,50,train,624.077922077922,0.9490043290043291
808,Maize,mean,50,test,636.588785046729,0.923757009345795
809,Maize,mean,50,test,603.8542094455852,0.9802464065708418
810,Maize,mean,50,train,814.9171122994652,0.9973796791443851
811,Maize,mean,50,train,613.4231678486997,0.9822301024428683
812,Maize,mean,50,test,592.4574468085107,0.9514893617021277
813,Maize,mean,50,test,576.2199312714777,0.9741752577319588
814,Maize,mean,50,train,614.0251256281407,0.9950251256281412
847,Maize,mean,50,train,520.18878248974,0.9406429548563611
848,Maize,mean,50,train,530.7022900763359,0.9102290076335877
869,Maize,mean,50,train,556.6225319396051,0.9614285714285716
870,Maize,mean,50,test,605.6470588235294,1
871,Maize,mean,50,train,602.601108033241,0.9869713758079409
872,Maize,mean,50,train,565.9540709812109,0.9608559498956163
873,Maize,mean,50,train,665.2212543554007,0.963159117305459
874,Maize,mean,50,train,631.0219845513963,0.9909982174688058
875,Maize,mean,50,test,600.2492944496707,0.9686077140169336
876,Maize,mean,50,test,626.2290388548057,0.9815132924335379
877,Maize,mean,50,train,524.4334085778781,0.9234537246049663
878,Maize,mean,50,test,573.6734059097978,0.9475738724727839
885,Maize,mean,50,train,515.5783274440519,0.961236749116608
886,Maize,mean,50,train,508.7105263157895,0.9480382775119618
889,Maize,mean,50,test,579.394495412844,0.9620183486238532
924,Maize,mean,50,train,411.3709167544784,0.967787144362487
925,Maize,mean,50,train,361.6256684491978,0.9444741532976828
926,Maize,mean,50,test,395.02337662337663,0.8783116883116889
956,Maize,mean,50,train,471.519540229885,0.9060459770114944
971,Maize,mean,50,train,461.7165354330709,0.9206141732283466
973,Maize,mean,50,train,513.3962264150944,0.9141509433962264
978,Maize,mean,50,train,447.0336391437309,0.9821916411824673
993,Maize,mean,50,test,576.8498845265589,0.9674133949191689
1000,Maize,mean,50,train,436.56686332350046,0.9760078662733532
1001,Maize,mean,50,train,490.98165137614683,0.9603800786369596
1003,Maize,mean,50,train,441.64796996010324,0.9926331846984277
1004,Maize,mean,50,train,488.16022668727464,0.9776249356002062
1005,Maize,mean,50,train,473.14910956836707,0.9643797162692425
1006,Maize,mean,50,train,489.48359133126934,0.9833188854489164
1009,Maize,mean,50,train,458.94601226993865,0.9232515337423315
1010,Maize,mean,50,test,471.2450980392157,0.8698039215686276
1011,Maize,mean,50,train,555.2428115015975,0.9258146964856231
1013,Maize,mean,50,test,506.95619896065324,0.9738010393466965
1015,Maize,mean,50,train,524.6929238985314,0.9515932354250111
1017,Maize,mean,50,train,524.339382940109,0.9330852994555354
1018,Maize,mean,50,train,500.0226049515609,0.9526480086114102
1019,Maize,mean,50,train,492.5506666666667,0.9566133333333335
1020,Maize,mean,50,train,530.2314487632509,0.9524028268551238
1021,Maize,mean,50,train,574.4,1
1023,Maize,mean,50,train,476.86486486486484,0.9432432432432432
1024,Maize,mean,50,test,488.34375,0.9214204545454548
1025,Maize,mean,50,train,477.8097949886104,0.9799772209567199
1027,Maize,mean,50,train,618.75,1
1029,Maize,mean,50,test,629.1111111111111,1
1030,Maize,mean,50,train,627.9139213602551,0.9568862911795967
1031,Maize,mean,50,train,513.4,1
1032,Maize,mean,50,train,569.2222222222223,0.9730663221360896
1033,Maize,mean,50,train,520.0961427748992,0.9758031088082901
1034,Maize,mean,50,train,606.7756788665879,0.9291971664698939
1048,Maize,mean,50,train,446.34859437751,0.9650522088353414
1050,Maize,mean,50,train,456.87135278514586,0.9171750663129973
1051,Maize,mean,50,test,452.64062499999994,0.9956473214285715
1052,Maize,mean,50,train,470.4,1
1053,Maize,mean,50,train,471.7142857142857,1
1056,Maize,mean,50,train,482,1
1057,Maize,mean,50,train,489.87446167097335,0.9903832902670112
1058,Maize,mean,50,train,485.9109724047306,0.9863140604467806
1059,Maize,mean,50,train,459.2050209205021,0.9960251046025105
1060,Maize,mean,50,train,444.85714285714283,1
1061,Maize,mean,50,train,450.9732065687122,0.9729559204840106
1062,Maize,mean,50,train,452.7476340694006,0.9335173501577287
1065,Maize,mean,50,train,323,0.67
1066,Maize,mean,50,train,357.10966057441254,0.9707049608355092
1067,Maize,mean,50,test,443.4661151765829,0.9497772828507797
1068,Maize,mean,50,test,470.4039039039039,0.9193093093093097
1070,Maize,mean,50,train,460.61757486499755,0.9759499263622976
1071,Maize,mean,50,train,524.2259953161592,0.9678922716627636
1072,Maize,mean,50,test,535.359375,0.9875
1073,Maize,mean,50,train,611.1670951156811,0.9755698371893746
1074,Maize,mean,50,train,478.3204697986577,0.9934563758389265
1075,Maize,mean,50,train,517.5096491228071,0.9562280701754389
1076,Maize,mean,50,train,517.1193317422434,0.9497852028639622
1077,Maize,mean,50,train,480.3005093378607,0.9823599320882855
1078,Maize,mean,50,train,507,1
1079,Maize,mean,50,train,543.4409148665819,0.9848665819567981
1080,Maize,mean,50,train,475.30232558139534,0.8922965116279071
1081,Maize,mean,50,train,524.2044790652386,0.9466309639727362
1082,Maize,mean,50,train,599.674633770239,0.9414263685427913
1083,Maize,mean,50,train,482.10331125827815,0.9567284768211922
1084,Maize,mean,50,train,482.3557858376511,0.9713471502590674
1085,Maize,mean,50,train,439.4398868458274,0.8962800565770866
1086,Maize,mean,50,train,450.6,1
1087,Maize,mean,50,train,514.1316818774445,0.9711734028683181
1088,Maize,mean,50,train,503.5498489425981,0.8596072507552874
1089,Maize,mean,50,train,480.44157441574407,0.9396924969249693
1090,Maize,mean,50,train,539.1835748792271,0.8828019323671498
1091,Maize,mean,50,train,558.2,1
1092,Maize,mean,50,train,528.9163526752072,0.9599623210248681
1094,Maize,mean,50,train,534.7024793388431,0.9965643447461632
1095,Maize,mean,50,train,622.3824289405684,0.822764857881137
1099,Maize,mean,50,train,468.9791044776119,0.9669850746268658
1100,Maize,mean,50,train,475.8206627680312,0.9911306042884991
1101,Maize,mean,50,train,495.92089843750006,0.9434179687500004
1102,Maize,mean,50,train,499.1274986493787,0.9812965964343598
1103,Maize,mean,50,train,487,1
1104,Maize,mean,50,train,462.38461538461536,1
1105,Maize,mean,50,train,478,0.52
1106,Maize,mean,50,train,486.514097744361,0.9748214285714288
1107,Maize,mean,50,train,542.4308617234469,0.9980160320641285
1108,Maize,mean,50,test,503.42857142857144,1
1109,Maize,mean,50,train,683.1246200607902,0.9496048632218845
1110,Maize,mean,50,test,730.6666666666666,1
1111,Maize,mean,50,train,465.62122905027934,0.9945586592178772
1114,Maize,mean,50,train,523.1176470588235,0.9764705882352942
1115,Maize,mean,50,test,563.2513513513513,0.9880540540540542
1116,Maize,mean,50,train,513.3679525222552,0.9511869436201781
1117,Maize,mean,50,train,488,1
1118,Maize,mean,50,train,520.7308868501528,0.947981651376147
1119,Maize,mean,50,train,497.2994454713493,0.9276340110905734
1120,Maize,mean,50,train,497.2462383568187,0.978192022928111
1121,Maize,mean,50,train,514.273338940286,0.9358031959629942
1122,Maize,mean,50,train,504.6191319751993,0.9599734278122234
1123,Maize,mean,50,train,440.47938144329896,0.9764948453608248
1124,Maize,mean,50,train,488.8241666666667,0.9457833333333333
1125,Maize,mean,50,train,570.0470737913487,0.9838422391857509
1127,Maize,mean,50,train,801.7668918918918,0.9886486486486487
1129,Maize,mean,50,test,506.4960091220069,0.9798061573546181
1130,Maize,mean,50,train,480.2620837808808,0.9468206229860366
1131,Maize,mean,50,train,490.55555555555554,1
1132,Maize,mean,50,train,437,1
1133,Maize,mean,50,train,466.292817679558,0.9287016574585636
1134,Maize,mean,50,train,590,0.72
1135,Maize,mean,50,train,564.6020245071924,0.9589078316462442
1136,Maize,mean,50,train,881.5009615384615,0.9570961538461539
1137,Maize,mean,50,train,767.5042158516021,0.9891736930860036
1138,Maize,mean,50,train,477.7330827067669,0.9131578947368425
1139,Maize,mean,50,train,451.8605769230769,0.8719711538461541
1140,Maize,mean,50,train,496.9256153638085,0.9992128753043008
1141,Maize,mean,50,train,481.5969465648855,0.9848804071246821
1142,Maize,mean,50,test,550.6421136909528,0.9742914331465174
1143,Maize,mean,50,test,842,1
1146,Maize,mean,50,train,534,0.72
1148,Maize,mean,50,train,766.4464285714286,0.9957142857142858
1149,Maize,mean,50,train,687.0034843205575,0.9611498257839723
1150,Maize,mean,50,train,729.7276119402984,0.9793283582089554
1151,Maize,mean,50,train,764,1
1152,Maize,mean,50,train,659.7061946902654,0.9496106194690266
1153,Maize,mean,50,train,460.84697508896795,0.9452313167259787
1154,Maize,mean,50,train,699.274599542334,0.9122425629290619
1156,Maize,mean,50,train,708.1505376344086,0.9510752688172043
1157,Maize,mean,50,train,516.0426291974279,0.9838128125744225
1158,Maize,mean,50,train,510.042345276873,0.9624755700325733
1159,Maize,mean,50,test,490.89884393063585,0.9140462427745668
1160,Maize,mean,50,train,464.8612408272182,0.9993395597064711
1161,Maize,mean,50,train,478.22135922330096,0.8945436893203885
1162,Maize,mean,50,train,494.8333333333333,1
1164,Maize,mean,50,train,541.987012987013,0.8387012987012987
1165,Maize,mean,50,train,594.1977715877438,0.9326183844011142
1166,Maize,mean,50,train,649.0858369098712,0.9518454935622317
1167,Maize,mean,50,train,573.0571428571428,0.9598947368421054
1168,Maize,mean,50,train,679.5830352580481,0.9612927950945326
1170,Maize,mean,50,train,610.2020089285714,0.9592075892857144
1171,Maize,mean,50,test,635.6363636363636,1
1172,Maize,mean,50,train,447.36019469983773,0.9835640886965928
1173,Maize,mean,50,train,479.59375,0.85225
1174,Maize,mean,50,test,556.789661319073,0.9575935828877005
1175,Maize,mean,50,train,555.4426229508197,0.9351366120218584
1177,Maize,mean,50,train,589.7476340694006,0.9355835962145111
1178,Maize,mean,50,train,701.608870967742,0.9925806451612904
1179,Maize,mean,50,train,665.6503267973857,0.9408061002178651
1180,Maize,mean,50,train,596.0886075949367,0.988607594936709
1181,Maize,mean,50,train,577.3761467889909,0.9616644823066846
1182,Maize,mean,50,train,531.7023255813954,0.8834418604651165
1183,Maize,mean,50,test,538.2068965517242,0.9724137931034484
1184,Maize,mean,50,test,629.0182232346242,0.9075398633257404
1185,Maize,mean,50,train,585.578,0.9274200000000002
1186,Maize,mean,50,train,493.037351443124,0.9833786078098473
1187,Maize,mean,50,train,536.7421711899791,0.9156993736951985
1188,Maize,mean,50,train,569.8710493046776,0.9896460176991152
1189,Maize,mean,50,test,519.7137681159421,0.9342391304347827
1190,Maize,mean,50,train,547.4878892733564,0.9661245674740487
1191,Maize,mean,50,train,472.48703609557697,0.9531011692933401
1192,Maize,mean,50,train,449.4066265060241,0.9598795180722893
1193,Maize,mean,50,test,488.9603698811096,0.9676221928665785
1194,Maize,mean,50,train,448.5398293029872,0.9960455192034139
1195,Maize,mean,50,train,506.1030588235294,0.9738682352941177
1196,Maize,mean,50,train,482.75900178253124,0.9772156862745099
1197,Maize,mean,50,train,558.1257267441861,0.9353052325581397
1198,Maize,mean,50,test,499.6666666666667,1
1199,Maize,mean,50,train,547.2631578947368,0.571578947368421
1200,Maize,mean,50,train,714,1
1201,Maize,mean,50,train,728.4798206278027,0.9463766816143497
1202,Maize,mean,50,test,700.1753554502369,0.9765402843601896
1203,Maize,mean,50,train,583.6778242677825,0.9582426778242683
1204,Maize,mean,50,train,570.5585831062671,0.9265667574931883
1205,Maize,mean,50,train,674.6,1
1206,Maize,mean,50,train,823.5290390707497,0.959841605068638
1207,Maize,mean,50,test,394,0.949543378995434
1209,Maize,mean,50,train,283.28,0.932711111111111
1211,Maize,mean,50,train,733.5595913734394,0.979807037457435
1212,Maize,mean,50,train,737,0.6
1213,Maize,mean,50,test,639.8648648648648,0.968004158004158
1214,Maize,mean,50,train,619.3879598662207,0.9967558528428097
1215,Maize,mean,50,train,484.99999999999994,0.61
1216,Maize,mean,50,train,447,0.57
1217,Maize,mean,50,test,443.625,1
1218,Maize,mean,50,train,435,0.8000000000000002
1219,Maize,mean,50,test,452.75596330275226,0.9437981651376148
1220,Maize,mean,50,test,516,0.890000000000001
1221,Maize,mean,50,train,496.50470588235294,0.8772470588235296
1222,Maize,mean,50,train,498.64285714285717,0.9571428571428573
1223,Maize,mean,50,train,580.5968586387434,0.9740837696335078
1225,Maize,mean,50,test,702.987630827783,0.9712178877259754
1226,Maize,mean,50,train,519,0.66
1227,Maize,mean,50,train,514,0.890000000000001
1228,Maize,mean,50,train,442.0202020202021,0.9907070707070709
1229,Maize,mean,50,train,440,0.57
1231,Maize,mean,50,train,511.3636363636364,1
1233,Maize,mean,50,train,502.36258926514626,0.9595830453812486
1234,Maize,mean,50,train,541.1441307578009,0.9715601783060922
1235,Maize,mean,50,train,510.42273534635876,0.8448845470692721
1236,Maize,mean,50,test,510.6929133858268,0.9596062992125985
1237,Maize,mean,50,test,492.63513513513516,0.7753378378378386
1238,Maize,mean,50,train,430.2,1
1239,Maize,mean,50,train,739.8367346938776,0.9536734693877553
1241,Maize,mean,50,train,769.1203852327448,0.9240609951845906
1243,Maize,mean,50,test,485.43654822335026,0.9856852791878175
1244,Maize,mean,50,train,420.6666666666667,1
1245,Maize,mean,50,train,476.1417112299465,0.9530748663101605
1246,Maize,mean,50,train,513.413145539906,0.9707042253521128
1247,Maize,mean,50,train,481.20483808037454,0.989266484588373
1248,Maize,mean,50,train,513.45703125,0.650390625
1249,Maize,mean,50,test,544.069182389937,0.9940251572327045
1250,Maize,mean,50,train,522.5122807017544,0.9690409356725147
1251,Maize,mean,50,test,500.21360255047824,0.9638788522848036
1252,Maize,mean,50,test,472.8661202185792,0.9355464480874318
1253,Maize,mean,50,train,464,1
1254,Maize,mean,50,train,440.10619469026545,0.9221238938053099
1255,Maize,mean,50,train,455.54472630173564,0.9986915887850468
1256,Maize,mean,50,train,463,0.840000000000001
1257,Maize,mean,50,train,469.83071505958833,0.9791549295774649
1259,Maize,mean,50,test,503.16503800217157,0.9756243213897938
1261,Maize,mean,50,train,513.7980192859005,0.9862835548605684
1262,Maize,mean,50,train,669.6756756756757,0.7752027027027028
1263,Maize,mean,50,train,754.7777777777778,0.9722222222222222
1264,Maize,mean,50,train,666.5,1
1265,Maize,mean,50,train,486.5050505050505,0.9901010101010106
1267,Maize,mean,50,test,504,1
1268,Maize,mean,50,train,516.7619047619047,0.7766666666666674
1269,Maize,mean,50,train,392.183932346723,0.8470401691331924
1270,Maize,mean,50,test,745.8159609120521,0.977100977198697
1271,Maize,mean,50,test,468.2778216258879,0.9829360694554065
1272,Maize,mean,50,train,785.4282964388835,0.9908180943214632
1273,Maize,mean,50,test,590.3888741016768,0.9734921479904179
1274,Maize,mean,50,train,489.53889199776165,0.954364857302742
1275,Maize,mean,50,test,475.59012016021364,0.945487316421896
1276,Maize,mean,50,train,421.5831106360235,0.988995189738108
1277,Maize,mean,50,train,512.4440298507463,0.9646455223880598
1278,Maize,mean,50,train,468.66420664206635,0.9817343173431734
1283,Maize,mean,50,train,382.3237224100219,0.9838715450387752
1284,Maize,mean,50,train,379.01866666666666,0.9501066666666667
1285,Maize,mean,50,test,511.2375745526839,0.9386282306163022
1286,Maize,mean,50,train,751.9199178644764,0.9755441478439428
1287,Maize,mean,50,train,620.5394190871368,0.9663900414937764
1288,Maize,mean,50,train,694.8421052631579,0.9578947368421054
1289,Maize,mean,50,train,681.9999999999999,0.8999435028248587
1290,Maize,mean,50,train,675.0267271810388,0.9923600605143722
1291,Maize,mean,50,train,640.75,1
1292,Maize,mean,50,train,643.7963594994311,0.9113879408418658
1293,Maize,mean,50,train,719.0645161290323,0.9448745519713263
1294,Maize,mean,50,train,672.1437908496732,0.8371895424836601
1295,Maize,mean,50,train,476.7793103448276,0.9373379310344828
1296,Maize,mean,50,train,731,1
1297,Maize,mean,50,test,593.083172147002,0.8840812379110257
1298,Maize,mean,50,train,860,0.880000000000001
1299,Maize,mean,50,test,827.7452258965999,0.9801909641360039
1304,Maize,mean,50,train,477.2572706935123,0.9936912751677852
1305,Maize,mean,50,train,524.7125506072874,0.8807287449392714
1307,Maize,mean,50,train,487,0.55
1308,Maize,mean,50,train,487.5,1
1309,Maize,mean,50,train,556.3504492939667,0.984364569961489
1312,Maize,mean,50,train,546.5657071339174,0.9987609511889863
1314,Maize,mean,50,test,788.9886630179828,0.9614777169663801
1315,Maize,mean,50,train,505.9602763385147,0.9694818652849744
1316,Maize,mean,50,train,554.5555555555557,0.9803508771929825
1317,Maize,mean,50,test,536.5322580645162,0.8629838709677424
1318,Maize,mean,50,train,479.7142857142857,1
1319,Maize,mean,50,train,486.1433260393873,0.8736542669584246
1320,Maize,mean,50,train,493.5453618756371,0.9830071355759432
1321,Maize,mean,50,test,512.8361230050604,0.9919891008174387
1323,Maize,mean,50,train,703.8387096774194,0.8403225806451613
1324,Maize,mean,50,train,540,0.61
1326,Maize,mean,50,train,491.52777777777777,1
1328,Maize,mean,50,train,448.19088319088326,0.8957549857549858
1329,Maize,mean,50,train,324.89835164835165,0.9618040293040295
1336,Maize,mean,50,test,493.99410745233973,0.9710883882149048
1337,Maize,mean,50,train,619,0.56
1339,Maize,mean,50,train,476.4394299287411,0.8621615201900237
1340,Maize,mean,50,train,817.4212893553223,0.9668515742128936
1341,Maize,mean,50,test,553.3157894736842,0.9975187969924815
1342,Maize,mean,50,test,718.4677871148459,0.7548179271708683
1343,Maize,mean,50,train,585.8427787934187,0.9948446069469835
1344,Maize,mean,50,train,728.1538461538462,0.9076923076923076
1345,Maize,mean,50,train,783.368,0.9268000000000001
1346,Maize,mean,50,test,759.7854077253219,0.9754592274678113
1347,Maize,mean,50,train,780.6291301416048,0.9904855023600809
1348,Maize,mean,50,train,456.02341137123744,0.9966889632107027
1351,Maize,mean,50,train,555.3064182194616,0.9686335403726711
1352,Maize,mean,50,train,550.3371757925072,0.8929394812680118
1353,Maize,mean,50,train,470.443661971831,0.8922535211267606
1354,Maize,mean,50,test,585.9324324324325,0.9870270270270274
1355,Maize,mean,50,train,487.18584070796453,0.9597345132743362
1356,Maize,mean,50,train,524.8132992327365,0.9790537084398979
1357,Maize,mean,50,test,510.6934673366834,0.688090452261307
100,Maize,mean,100,train,400.4767547857794,0.9464448495897905
101,Maize,mean,100,train,373.810136765889,0.9608930008045055
102,Maize,mean,100,train,445.46761800219537,0.9453677277716794
104,Maize,mean,100,train,431.48270181219107,0.9123723228995059
105,Maize,mean,100,train,395.65671641791045,0.878358208955224
106,Maize,mean,100,train,520.0603015075377,0.9950251256281412
291,Maize,mean,100,train,624.5714285714286,1
292,Maize,mean,100,train,558.4919614147909,0.8086495176848874
293,Maize,mean,100,train,561.3763118440779,0.9563268365817095
294,Maize,mean,100,train,593.1525851197982,0.9917906683480455
295,Maize,mean,100,train,548.1884057971014,0.9061159420289858
296,Maize,mean,100,train,516.3766557115825,0.9820246987351857
327,Maize,mean,100,train,507.8894472361809,0.8921105527638191
328,Maize,mean,100,train,408.109375,0.8971875000000005
329,Maize,mean,100,test,487.49748743718595,0.864773869346734
330,Maize,mean,100,train,442,0.64
331,Maize,mean,100,test,478,0.79
332,Maize,mean,100,train,492.5,1
333,Maize,mean,100,test,483.1438086587951,0.9796821071752954
334,Maize,mean,100,train,502.2950191570882,0.9059386973180079
335,Maize,mean,100,train,504.4166666666668,0.9633333333333337
336,Maize,mean,100,test,459.78059071729956,0.9153445850914205
338,Maize,mean,100,train,471,1
340,Maize,mean,100,train,510.64163090128756,0.9504291845493564
389,Maize,mean,100,train,451.66943866943876,0.9755093555093556
390,Maize,mean,100,train,376.5384615384615,0.831282051282052
391,Maize,mean,100,train,422.2240762812873,0.8781525625744936
393,Maize,mean,100,train,451.7781120722076,0.9868559608875518
394,Maize,mean,100,test,390.51351351351354,0.9432432432432432
395,Maize,mean,100,train,570.562412342216,0.9581767180925668
396,Maize,mean,100,train,582.4336917562724,0.9563440860215054
398,Maize,mean,100,train,647.1428571428571,1
399,Maize,mean,100,train,618.2538631346578,0.9741353936718177
400,Maize,mean,100,train,596.4444444444445,1
401,Maize,mean,100,train,598.4644870349493,0.9872491544532132
402,Maize,mean,100,train,562.8481012658228,0.988607594936709
403,Maize,mean,100,test,574.5398773006135,0.9512269938650307
404,Maize,mean,100,train,554.5047080979284,0.9202636534839925
434,Maize,mean,100,train,434.04255319148945,0.9840980573543018
435,Maize,mean,100,test,437.6478260869565,0.7997391304347832
436,Maize,mean,100,train,431.42666666666673,0.9117523809523812
496,Maize,mean,100,train,387.1005025125628,0.9950251256281412
497,Maize,mean,100,train,439.3474576271186,0.9572881355932203
498,Maize,mean,100,test,414.8536953242836,0.9545248868778282
501,Maize,mean,100,test,408.20231213872836,0.8860693641618497
515,Maize,mean,100,train,247.5,1
526,Maize,mean,100,train,562.3393548387097,0.9778451612903227
527,Maize,mean,100,train,576.3841354723708,0.9533868092691622
528,Maize,mean,100,train,552.4068833652008,0.9783173996175908
529,Maize,mean,100,train,550.9736286919831,0.9576582278481016
530,Maize,mean,100,test,543.3094789704959,0.9616258631512868
532,Maize,mean,100,train,551.5355255431591,0.9594069289489138
556,Maize,mean,100,train,382.544262295082,0.8187213114754102
557,Maize,mean,100,train,356.6581632653061,0.9801020408163275
559,Maize,mean,100,train,418,1
560,Maize,mean,100,test,420.1210191082802,0.84388535031847145
579,Maize,mean,100,train,613.4577352472089,0.9775119617224882
580,Maize,mean,100,test,589.3371647509579,0.9088505747126437
581,Maize,mean,100,train,574.8367346938776,0.9823861852433282
583,Maize,mean,100,test,578.2838742916023,0.9788820195775373
584,Maize,mean,100,test,522.3581164807931,0.920656753407683
645,Maize,mean,100,test,438.86440677966107,0.9572881355932203
646,Maize,mean,100,train,527.1661362189689,0.9857542966263527
648,Maize,mean,100,train,492.0133942161339,0.9786940639269407
649,Maize,mean,100,train,469.36125211505924,0.9867512690355331
